algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,krum_score_honest,krum_score_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,3.4821848985741073,0.8380787785053253,0.594302301287651,0.0,5.338442455638539,0.0,1000.0,0.0,0.0,2.4993953824944053,0.0,7576.307685798904,0.0,242.53112168745562,0.0,1.5211351516258576,0.0,1.5211351516258576,0.0,282.0327835083008,0.0,242.53112168745562,0.0,0.7078471725637262,0.0,2.4993953824944053,0.792000500893029,0.7078471725637262,1.5211351516258576,10.671369354248046,333.3575381751518
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,3.4951375302677987,0.8340429800152779,0.6219634532928466,0.0,7.192892365157604,0.0,1000.0,0.0,0.0,2.523307736689365,0.0,6222.747236428205,0.0,239.58066034317017,0.0,1.5012940614106227,0.0,1.5012940614106227,0.0,744.6009283065796,0.0,239.58066034317017,0.0,0.7118845442309976,0.0,2.523307736689365,0.8015241102251817,0.7118845442309976,1.5012940614106227,15.33316226196289,398.2558231314051
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,3.4951375302677987,0.8357697781920433,0.6133004733920098,0.0,6.210199384128346,0.0,1000.0,0.0,0.0,2.533327548549215,0.0,6325.32557776366,0.0,244.97461476045495,0.0,1.5351527310189916,0.0,1.5351527310189916,0.0,280.6034366383272,0.0,244.97461476045495,0.0,0.6695959480369792,0.0,2.533327548549215,0.8057407374142227,0.6695959480369792,1.5351527310189916,8.329136901855469,215.06106964396443
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,3.5791472835351468,0.8381211786270142,0.598099023282528,0.0,4.907647694860186,0.0,1000.0,0.0,0.0,2.5495518492482234,0.0,8311.664826001717,0.0,237.62156786237443,0.0,1.4888046737814675,0.0,1.4888046737814675,0.0,126.92784827096122,0.0,237.62156786237443,0.0,0.6967952996492386,0.0,2.5495518492482234,0.8015139479439466,0.6967952996492386,1.4888046737814675,6.653403900146484,232.7266151280481
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,3.6170550910219066,0.8366595795154571,0.6049953733086586,0.0,4.959403881004879,0.0,1000.0,0.0,0.0,2.607186184080675,0.0,7397.539433882496,0.0,223.43079103742326,0.0,1.398802316954441,0.0,1.398802316954441,0.0,299.44549097333635,0.0,223.43079103742326,0.0,0.7632719757301467,0.0,2.607186184080675,0.7642978652840052,0.7632719757301467,1.398802316954441,12.512124298095703,414.2622082974198
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,3.656989466155646,0.8342223786115647,0.6140539639592171,0.0,6.009355824440718,0.0,1000.0,0.0,0.0,2.6462746831430786,0.0,7807.260560235041,0.0,231.85400247573853,0.0,1.4536932218102114,0.0,1.4536932218102114,0.0,509.115620136261,0.0,231.85400247573853,0.0,0.7018240196630359,0.0,2.6462746831430786,0.7548701142902499,0.7018240196630359,1.4536932218102114,14.838656158447266,499.6646758550427
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,3.698924896429313,0.83478517973423,0.6119841976761818,0.0,5.753284625385119,0.0,1000.0,0.0,0.0,2.677971203005283,0.0,7175.877686750402,0.0,231.8438130254331,0.0,1.45373294473903,0.0,1.45373294473903,0.0,253.81105174189028,0.0,231.8438130254331,0.0,0.6887413043042888,0.0,2.677971203005283,0.7428939976362665,0.6887413043042888,1.45373294473903,10.664815399169921,330.0903735905185
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,3.698924896429313,0.8338793800473213,0.6259245764613152,0.0,6.158302664756775,0.0,1000.0,0.0,0.0,2.6912520939589513,0.0,6016.890686452159,0.0,236.98614501953125,0.0,1.4838224844948542,0.0,1.4838224844948542,0.0,416.4552307128906,0.0,236.98614501953125,0.0,0.6481495772798856,0.0,2.6912520939589513,0.7481491075233268,0.6481495772798856,1.4838224844948542,11.3753349609375,288.8107529497036
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,3.7886535709126177,0.832776779294014,0.630975833594799,0.0,6.2183234462371235,0.0,1000.0,0.0,0.0,2.7288920411919886,0.0,7421.205874301426,0.0,225.4738065279447,0.0,1.4147094407633356,0.0,1.4147094407633356,0.0,436.21072152944714,0.0,225.4738065279447,0.0,0.6981621625331732,0.0,2.7288920411919886,0.7347876577986854,0.6981621625331732,1.4147094407633356,11.724637939453125,385.9027054636741
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,3.8784021814651304,0.831374579012394,0.6411607797145844,0.0,6.326896644555605,0.0,1000.0,0.0,0.0,2.7641621487008834,0.0,6867.808528358337,0.0,218.79632803109976,0.0,1.3716974549658367,0.0,1.3716974549658367,0.0,446.57964677077075,0.0,218.79632803109976,0.0,0.7250565680173727,0.0,2.7641621487008834,0.7243897291080391,0.7250565680173727,1.3716974549658367,11.377409057617188,357.12604347463355
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,3.8784021814651304,0.8287127789855003,0.6617835518717766,0.0,6.930392328649759,0.0,1000.0,0.0,0.0,2.7902625571601987,0.0,6403.8544433234965,0.0,225.71292734146118,0.0,1.4138590794708832,0.0,1.4138590794708832,0.0,636.1868267059326,0.0,225.71292734146118,0.0,0.672661617398262,0.0,2.7902625571601987,0.731712647706286,0.672661617398262,1.4138590794708832,14.445627349853515,409.8466843727038
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,3.9371953670612827,0.8275747792124748,0.6810287359952927,0.0,7.274123660155705,0.0,1000.0,0.0,0.0,2.818245080131102,0.0,5992.267075004632,0.0,222.80160086495536,0.0,1.3950097341601426,0.0,1.3950097341601426,0.0,748.2082116263254,0.0,222.80160086495536,0.0,0.6771953563605037,0.0,2.818245080131102,0.7265408051142365,0.6771953563605037,1.3950097341601426,12.4768896484375,335.56695620025937
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,3.9371953670612827,0.8271501784324646,0.6830246692895889,0.0,6.414065920389616,0.0,1000.0,0.0,0.0,2.836800845409925,0.0,6193.291933426147,0.0,216.23298821082483,0.0,1.355204152839286,0.0,1.355204152839286,0.0,431.5414381760817,0.0,216.23298821082483,0.0,0.7020255567935797,0.0,2.836800845409925,0.7336931871669842,0.7020255567935797,1.355204152839286,11.244115386962891,322.05118053815966
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,4.044922312418827,0.8263833793401718,0.6821953892707825,0.0,6.213692269325256,0.0,1000.0,0.0,0.0,2.8618961308991175,0.0,6277.859347923945,0.0,210.9174200439453,0.0,1.3218384821639035,0.0,1.3218384821639035,0.0,381.88791625976563,0.0,210.9174200439453,0.0,0.7212585186958314,0.0,2.8618961308991175,0.7317097892347352,0.7212585186958314,1.3218384821639035,10.545871002197266,313.89296739619726
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,4.101242781383992,0.8255645787715912,0.6877712655067444,0.0,5.962205027711803,0.0,1000.0,0.0,0.0,2.9063371648435146,0.0,6188.13254075181,0.0,214.03532883216596,0.0,1.3405505429853573,0.0,1.3405505429853573,0.0,436.2356577906115,0.0,214.03532883216596,0.0,0.6901230493496204,0.0,2.9063371648435146,0.7077506261476221,0.6901230493496204,1.3405505429853573,12.414049072265625,358.9116873636049
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,4.159139032247,0.8231743782758713,0.7146844884157181,0.0,6.933766056509579,0.0,1000.0,0.0,0.0,2.9463456465412348,0.0,6461.172553854647,0.0,211.02622088264016,0.0,1.3246167281826224,0.0,1.3246167281826224,0.0,727.6094854018268,0.0,211.02622088264016,0.0,0.6926842682501849,0.0,2.9463456465412348,0.7032159763961253,0.6926842682501849,1.3246167281826224,14.349783020019531,439.359733662116
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,4.280664864170973,0.8257821792364121,0.6961986466050148,0.0,5.338288991074813,0.0,1000.0,0.0,0.0,2.973732436780653,0.0,6537.561971824965,0.0,210.0432980186061,0.0,1.3195084278786118,0.0,1.3195084278786118,0.0,184.37791884572883,0.0,210.0432980186061,0.0,0.6846377755466261,0.0,2.973732436780653,0.6858829832964701,0.6846377755466261,1.3195084278786118,7.981645324707031,248.42735492934872
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,4.280664864170973,0.8259141789674759,0.7041495837569237,0.0,7.618139791488647,0.0,1000.0,0.0,0.0,2.9879139617455066,0.0,5903.188450760106,0.0,210.46696879069012,0.0,1.3165297153506186,0.0,1.3165297153506186,0.0,370.0635172526042,0.0,210.46696879069012,0.0,0.6744173606236775,0.0,2.9879139617455066,0.6880612285323101,0.6744173606236775,1.3165297153506186,6.314009063720703,177.0956535228032
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,4.280664864170973,0.8252671788930893,0.7091956427693367,0.0,6.469111876054243,0.0,1000.0,0.0,0.0,3.0033572619563187,0.0,6073.342469227393,0.0,205.4121454412287,0.0,1.2856628185905736,0.0,1.2856628185905736,0.0,379.55079165371984,0.0,205.4121454412287,0.0,0.6924865327098153,0.0,3.0033572619563187,0.6960939825795229,0.6924865327098153,1.2856628185905736,9.038134399414062,267.22706864600525
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,4.405707921928281,0.8240533788204193,0.7172652207016945,0.0,6.997015066146851,0.0,1000.0,0.0,0.0,3.0375068598170336,0.0,6624.797543816232,0.0,202.550341796875,0.0,1.2718894285622415,0.0,1.2718894285622415,0.0,508.3142388916016,0.0,202.550341796875,0.0,0.6934940588474273,0.0,3.0375068598170336,0.6889933994991422,0.6934940588474273,1.2718894285622415,10.12751708984375,331.2398771908116
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,4.570292654947266,0.8212587801218033,0.7408717281222343,0.0,7.102069318294525,0.0,1000.0,0.0,0.0,3.071400644665244,0.0,6545.54915716184,0.0,205.08471822738647,0.0,1.2865240822467654,0.0,1.2865240822467654,0.0,698.1562738418579,0.0,205.08471822738647,0.0,0.6651794128119946,0.0,3.071400644665244,0.6928338667763797,0.6651794128119946,1.2865240822467654,13.125421966552734,418.9151460583578
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,4.616060185254592,0.8209063780307769,0.7442452980279922,0.0,7.086292232076327,0.0,1000.0,0.0,0.0,3.1062495754626216,0.0,6638.8756354352945,0.0,195.0902442932129,0.0,1.222126461822721,0.0,1.222126461822721,0.0,568.8806355794271,0.0,195.0902442932129,0.0,0.7192508727312088,0.0,3.1062495754626216,0.6875395935066879,0.7192508727312088,1.222126461822721,9.36433172607422,318.6660305008941
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,4.616060185254592,0.8196937803030014,0.7543071647286415,0.0,6.6780830805118265,0.0,1000.0,0.0,0.0,3.1235775003828947,0.0,5521.567476314634,0.0,209.31330812894382,0.0,1.313800369773014,0.0,1.313800369773014,0.0,488.3531799316406,0.0,209.31330812894382,0.0,0.6093422976823953,0.0,3.1235775003828947,0.6938942986774561,0.6093422976823953,1.313800369773014,10.884292022705079,287.121508768361
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,4.674939858202654,0.8195007788538933,0.7691004711985588,0.0,7.521709964388893,0.0,1000.0,0.0,0.0,3.1589548142035673,0.0,5369.0287144522135,0.0,191.3521684919085,0.0,1.1979119314997901,0.0,1.1979119314997901,0.0,514.2750142415365,0.0,191.3521684919085,0.0,0.7192667013122922,0.0,3.1589548142035673,0.6784277620721094,0.7192667013122922,1.1979119314997901,8.036791076660156,225.49920600699295
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,4.836946313235186,0.8186047809123993,0.7875635161399841,0.0,8.209286997715632,0.0,1000.0,0.0,0.0,3.1807462790655556,0.0,5380.635523227224,0.0,196.59717178344727,0.0,1.232745388432267,0.0,1.232745388432267,0.0,774.6615320841471,0.0,196.59717178344727,0.0,0.6687790552775065,0.0,3.1807462790655556,0.6857923842924238,0.6687790552775065,1.232745388432267,9.436664245605469,258.27050511490677
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,4.836946313235186,0.8194819804430008,0.7921880739331245,0.0,7.208029546235737,0.0,1000.0,0.0,0.0,3.1999335059404164,0.0,5955.003344319631,0.0,190.80572509765625,0.0,1.1978552296430318,0.0,1.1978552296430318,0.0,361.1578063964844,0.0,190.80572509765625,0.0,0.6934560192258734,0.0,3.1999335059404164,0.6934375555124858,0.6934560192258734,1.1978552296430318,7.250617553710938,226.29012708414595
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,4.891192273301161,0.8193163795471191,0.791747403383255,0.0,6.773707563226873,0.0,1000.0,0.0,0.0,3.2335102854988653,0.0,6664.478760517782,0.0,189.24736855246803,0.0,1.1885741028713954,0.0,1.1885741028713954,0.0,501.9674106944691,0.0,189.24736855246803,0.0,0.6905500346964056,0.0,3.2335102854988653,0.6877926055033763,0.6905500346964056,1.1885741028713954,8.326884216308594,293.2370654627824
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,5.141354751893188,0.8171993800401688,0.814408853828907,0.0,7.372152490275247,0.0,1000.0,0.0,0.0,3.264658765090212,0.0,5907.288753102308,0.0,188.1444604056222,0.0,1.181251553923071,0.0,1.181251553923071,0.0,660.4009617396763,0.0,188.1444604056222,0.0,0.6855381599494389,0.0,3.264658765090212,0.6996742729666423,0.6855381599494389,1.181251553923071,10.536089782714845,330.8081701737292
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,5.141354751893188,0.8158293782472611,0.8284306799769402,0.0,7.501601848602295,0.0,1000.0,0.0,0.0,3.295071462774722,0.0,6193.187407662994,0.0,188.67599975585938,0.0,1.1822989187217323,0.0,1.1822989187217323,0.0,577.1622692871093,0.0,188.67599975585938,0.0,0.6711504089832306,0.0,3.295071462774722,0.7052503936945118,0.6711504089832306,1.1822989187217323,9.433799987792968,309.65937038314974
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,5.141354751893188,0.8189457778930664,0.8073053759336472,0.0,5.959529053081166,0.0,1000.0,0.0,0.0,3.317745060388295,0.0,6732.897895075712,0.0,184.68685496937144,0.0,1.1563056054067515,0.0,1.1563056054067515,0.0,116.36516293612394,0.0,184.68685496937144,0.0,0.6873041553930803,0.0,3.317745060388295,0.6963606737196801,0.6873041553930803,1.1563056054067515,4.063110809326172,148.12375369166566
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,5.1986181508461895,0.8171485781669616,0.8338152513504028,0.0,8.030054968595504,0.0,1000.0,0.0,0.0,3.3526597825373594,0.0,5241.4031218495165,0.0,181.4111129760742,0.0,1.1384519526192627,0.0,1.1384519526192627,0.0,587.6188972473144,0.0,181.4111129760742,0.0,0.6945834010839462,0.0,3.3526597825373594,0.6958363245113541,0.6945834010839462,1.1384519526192627,7.256444519042969,209.65612487398064
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,5.26730237906896,0.8145417791604995,0.8464990119338036,0.0,6.8645578399300575,0.0,1000.0,0.0,0.0,3.3903199801443,0.0,5616.467050480474,0.0,182.8870177268982,0.0,1.146318096105027,0.0,1.146318096105027,0.0,700.5197105407715,0.0,182.8870177268982,0.0,0.672353308647871,0.0,3.3903199801443,0.7201767648867302,0.672353308647871,1.146318096105027,11.704769134521484,359.45389123075034
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,5.26730237906896,0.8144041805267334,0.8553064842820167,0.0,7.639904791658575,0.0,1000.0,0.0,0.0,3.4210988892688277,0.0,5350.768640872949,0.0,181.50416148792613,0.0,1.1383651852664016,0.0,1.1383651852664016,0.0,533.5299072265625,0.0,181.50416148792613,0.0,0.668313738974658,0.0,3.4210988892688277,0.7325047721264154,0.668313738974658,1.1383651852664016,7.98618310546875,235.43382019840973
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,5.275097293965051,0.8135975794196129,0.8761770542860031,0.0,7.9904180972472485,0.0,1000.0,0.0,0.0,3.4498159088237763,0.0,4896.056602908438,0.0,182.04510033648947,0.0,1.1425612484329688,0.0,1.1425612484329688,0.0,638.5433130678923,0.0,182.04510033648947,0.0,0.6499720837758935,0.0,3.4498159088237763,0.7487786111338021,0.6499720837758935,1.1425612484329688,8.374074615478516,225.21860373378814
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,5.287991591549853,0.8154153791069985,0.8694037234783173,0.0,6.367916963994503,0.0,1000.0,0.0,0.0,3.4746065555762393,0.0,6737.298802456037,0.0,183.08154964447021,0.0,1.147570556624021,0.0,1.147570556624021,0.0,182.22426462173462,0.0,183.08154964447021,0.0,0.6304256916046143,0.0,3.4746065555762393,0.7553664518022295,0.6304256916046143,1.147570556624021,5.858609588623047,215.5935616785932
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,5.411448948552767,0.8125695802569389,0.8969934367537499,0.0,8.532057012120882,0.0,1000.0,0.0,0.0,3.5186759115955364,0.0,4819.66349329838,0.0,173.75259272257486,0.0,1.0895828562613665,0.0,1.0895828562613665,0.0,767.2013257344564,0.0,173.75259272257486,0.0,0.6865625058611234,0.0,3.5186759115955364,0.7671860573315727,0.6865625058611234,1.0895828562613665,8.340124450683593,231.34384767832222
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,5.411448948552767,0.8141795798540116,0.8898583781719208,0.0,7.03080768055386,0.0,1000.0,0.0,0.0,3.545003750027245,0.0,6118.760990014497,0.0,178.5012927585178,0.0,1.1198708915763511,0.0,1.1198708915763511,0.0,359.2479036119249,0.0,178.5012927585178,0.0,0.6364845931529999,0.0,3.545003750027245,0.7766278847628083,0.6364845931529999,1.1198708915763511,6.426046539306641,220.27539564052194
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,5.504018854857402,0.8077193800210952,0.9475291031599045,0.0,8.124985007863296,0.0,1000.0,0.0,0.0,3.6219028732392844,0.0,5588.456059810562,0.0,171.53304491545023,0.0,1.075903216934951,0.0,1.075903216934951,0.0,1104.297199450041,0.0,171.53304491545023,0.0,0.6768525501615122,0.0,3.6219028732392844,0.7801433087052176,0.6768525501615122,1.075903216934951,13.03651141357422,424.72266054560265
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,5.504018854857402,0.8088181785345078,0.937240262567997,0.0,7.1662259620168935,0.0,1000.0,0.0,0.0,3.657011520936343,0.0,5519.472761618524,0.0,175.58615112304688,0.0,1.1007663972802886,0.0,1.1007663972802886,0.0,486.26301242994225,0.0,175.58615112304688,0.0,0.6326706176218779,0.0,3.657011520936343,0.7915429387171219,0.6326706176218779,1.1007663972802886,8.076962951660157,253.89574703445217
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,92,5.504018854857402,0.8077519797086715,0.9471411396861076,0.0,7.865800807873408,0.0,1000.0,0.0,0.0,3.691874656759109,0.0,4726.673867486642,0.0,173.82267316182455,0.0,1.0894656839230525,0.0,1.0894656839230525,0.0,697.94562403361,0.0,173.82267316182455,0.0,0.6331071145832539,0.0,3.691874656759109,0.8074279030963006,0.6331071145832539,1.0894656839230525,8.343488311767578,226.8803456393588
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,93,5.74018572933288,0.807335978269577,0.9686693859696388,0.0,7.538514504065881,0.0,1000.0,0.0,0.0,3.729148641854644,0.0,5331.943295716612,0.0,170.37549415001502,0.0,1.0681670572807975,0.0,1.0681670572807975,0.0,635.9727677565354,0.0,170.37549415001502,0.0,0.6463603950463809,0.0,3.729148641854644,0.8217577344266682,0.6463603950463809,1.0681670572807975,8.859525695800782,277.2610513772638
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,94,5.74018572933288,0.8079271797537804,0.968762350320816,0.0,6.930159014463425,0.0,1000.0,0.0,0.0,3.7698784032170733,0.0,5363.905142858496,0.0,166.4492546081543,0.0,1.0436985984371243,0.0,1.0436985984371243,0.0,372.8817054748535,0.0,166.4492546081543,0.0,0.6640754908323288,0.0,3.7698784032170733,0.8232048740548147,0.6640754908323288,1.0436985984371243,6.657970184326172,214.55620571433985
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,95,5.74018572933288,0.8064523788690567,0.975775439798832,0.0,6.744572351718771,0.0,1000.0,0.0,0.0,3.8229507960368023,0.0,5196.9104765515885,0.0,172.35422910492997,0.0,1.081245177359548,0.0,1.081245177359548,0.0,581.5206572433998,0.0,172.35422910492997,0.0,0.6021069504063705,0.0,3.8229507960368023,0.8337811474315043,0.6021069504063705,1.081245177359548,9.996545288085937,301.4208076399921
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,96,6.149289156704819,0.8044529805779457,1.0030646477341651,0.0,6.794701603480748,0.0,1000.0,0.0,0.0,3.8863154596289813,0.0,6093.406755586023,0.0,164.48436061314175,0.0,1.0317215636841888,0.0,1.0317215636841888,0.0,740.1586765834263,0.0,164.48436061314175,0.0,0.6527282152857099,0.0,3.8863154596289813,0.8495852541282849,0.6527282152857099,1.0317215636841888,11.513905242919922,426.53847289102157
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,97,6.149289156704819,0.8034139798879624,1.00547874212265,0.0,7.079444370099476,0.0,1000.0,0.0,0.0,3.9390399132514586,0.0,5688.639215210783,0.0,163.27615410940987,0.0,1.0228408681721306,0.0,1.0228408681721306,0.0,561.8543537684849,0.0,163.27615410940987,0.0,0.6509012995021684,0.0,3.9390399132514586,0.8667988184940605,0.6509012995021684,1.0228408681721306,9.143464630126953,318.5637960518038
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,98,6.149289156704819,0.8055051782131195,0.9991350312829017,0.0,7.186844178608486,0.0,1000.0,0.0,0.0,3.963951587200312,0.0,5326.391500976416,0.0,168.89255741664343,0.0,1.0572441604622622,0.0,1.0572441604622622,0.0,347.23615973336354,0.0,168.89255741664343,0.0,0.5915095987064498,0.0,3.963951587200312,0.8697440236994265,0.5915095987064498,1.0572441604622622,4.728991607666016,149.13896202733966
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,99,6.149289156704819,0.8041767786741256,1.0184746982455253,0.0,7.467264154682988,0.0,1000.0,0.0,0.0,4.004422471270906,0.0,5049.972333946458,0.0,162.3742158309273,0.0,1.0173846206039436,0.0,1.0173846206039436,0.0,545.5711709727411,0.0,162.3742158309273,0.0,0.6309897186963455,0.0,4.004422471270906,0.8846372648962706,0.6309897186963455,1.0173846206039436,7.469213928222656,232.2987273615371
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,100,6.149289156704819,0.8025159800648689,1.042849577665329,0.0,9.061756797458814,0.0,1000.0,0.0,0.0,4.0517493102126565,0.0,4729.82659559497,0.0,154.5539902396824,0.0,0.9697064256512232,0.0,0.9697064256512232,0.0,872.051465905231,0.0,154.5539902396824,0.0,0.682032322106154,0.0,4.0517493102126565,0.897816399671324,0.682032322106154,0.9697064256512232,7.109483551025391,217.57202339736864
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,101,6.189651991781547,0.8005665801763534,1.054923286676407,0.0,7.365964543819428,0.0,1000.0,0.0,0.0,4.114964394621971,0.0,4911.300121192386,0.0,156.23880259195963,0.0,0.978095764732487,0.0,0.978095764732487,0.0,718.4002034505208,0.0,156.23880259195963,0.0,0.6572696377833684,0.0,4.114964394621971,0.9006069285409893,0.6572696377833684,0.978095764732487,9.374328155517578,294.67800727154315
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,102,6.272620399847094,0.8009439795017242,1.0705860235691071,0.0,7.373988133889657,0.0,1000.0,0.0,0.0,4.160834940351422,0.0,5318.454401927996,0.0,160.92966658980757,0.0,1.0099819052492993,0.0,1.0099819052492993,0.0,629.5748878761574,0.0,160.92966658980757,0.0,0.5995617343319787,0.0,4.160834940351422,0.9102531301620597,0.5995617343319787,1.0099819052492993,8.690201995849609,287.1965377041118
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,103,6.343963023669127,0.7996623800992966,1.0759100994467736,0.0,6.794178903102875,0.0,1000.0,0.0,0.0,4.223314152646934,0.0,5583.1092367076735,0.0,156.93173217773438,0.0,0.9834900210772453,0.0,0.9834900210772453,0.0,526.685680934361,0.0,156.93173217773438,0.0,0.6225898515965257,0.0,4.223314152646934,0.9029732035710593,0.6225898515965257,0.9834900210772453,8.788177001953125,312.65411725562967
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,104,6.343963023669127,0.7980881799459457,1.100704196691513,0.0,7.520404489835103,0.0,1000.0,0.0,0.0,4.276221893318657,0.0,5189.346071407592,0.0,157.9556106567383,0.0,0.9899263532628209,0.0,0.9899263532628209,0.0,726.0400024414063,0.0,157.9556106567383,0.0,0.5996417591969172,0.0,4.276221893318657,0.9068199594369155,0.5996417591969172,0.9899263532628209,9.477336639404298,311.36076428445557
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,105,6.343963023669127,0.7972623800039291,1.118094024479389,0.0,8.155862015226614,0.0,1000.0,0.0,0.0,4.314958357074849,0.0,4163.743043671906,0.0,152.44244981848675,0.0,0.9567163867111638,0.0,0.9567163867111638,0.0,874.4055301832116,0.0,152.44244981848675,0.0,0.6330191739227461,0.0,4.314958357074849,0.9149878447639027,0.6330191739227461,0.9567163867111638,7.01235269165039,191.53218000890763
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,106,6.673863299299965,0.7951869786381721,1.140165413558483,0.0,7.674100385558221,0.0,1000.0,0.0,0.0,4.362052812203711,0.0,4193.001344022606,0.0,153.04944782872354,0.0,0.9590408399503434,0.0,0.9590408399503434,0.0,755.687248968309,0.0,153.04944782872354,0.0,0.6159261710220768,0.0,4.362052812203711,0.9352674969220582,0.6159261710220768,0.9590408399503434,9.48906576538086,259.96608332940144
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,107,6.729805354341807,0.795660979628563,1.1517960235476494,0.0,8.169640849937092,0.0,1000.0,0.0,0.0,4.398690060730716,0.0,3973.8263018716257,0.0,153.09370838512075,0.0,0.9599631576883779,0.0,0.9599631576883779,0.0,700.4013491543857,0.0,153.09370838512075,0.0,0.6006715446710587,0.0,4.398690060730716,0.9452965745799862,0.6006715446710587,0.9599631576883779,6.736123168945313,174.8483572823515
