algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,eps_n_honest,eps_n_attacker,krum_score_honest,krum_score_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,134,3.178042056171474,0.7470987798571587,2.8030333360433577,0.0,10.54622483253479,0.0,1000.0,0.0,0.0,0.48587721586227417,0.0,189.64536451256794,0.0,1.1893994781757424,0.0,4849.206569628398,0.0,1.1893994781757424,0.0,189.64536451256794,0.0,1.6819231819507654,0.0,992.2046296492866,0.0,1.6819231819507654,0.43846222140636165,0.48587721586227417,1.1893994781757424,8.723686767578124,223.0635022029063
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,135,3.178042056171474,0.7452811815738678,2.8443074316978456,0.0,10.373204248292106,0.0,1000.0,0.0,0.0,0.4815258043152945,0.0,188.48832048688615,0.0,1.1809489388200904,0.0,3204.0069916654606,0.0,1.1809489388200904,0.0,188.48832048688615,0.0,1.6966641948484178,0.0,1460.371069771903,0.0,1.6966641948484178,0.44430691465546907,0.4815258043152945,1.1809489388200904,10.555345947265625,179.42439153326583
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,136,3.178042056171474,0.7441343812942505,2.884176137447357,0.0,10.930682601599857,0.0,1000.0,0.0,0.0,0.5193922807430399,0.0,181.61394158725082,0.0,1.1400417827637714,0.0,4003.7870078703336,0.0,1.1400417827637714,0.0,181.61394158725082,0.0,1.7204609183541122,0.0,1796.8489390406116,0.0,1.7204609183541122,0.4518767909679322,0.5193922807430399,1.1400417827637714,10.533608612060547,232.21964645647932
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,137,3.178042056171474,0.7438957819342613,2.9998848742246627,0.0,12.409332317690696,0.0,1000.0,0.0,0.0,0.48511527502729046,0.0,184.0213416314894,0.0,1.1548282546073858,0.0,3412.0229554020784,0.0,1.1548282546073858,0.0,184.0213416314894,0.0,1.7449911602123147,0.0,2040.3006828061996,0.0,1.7449911602123147,0.45545043765472754,0.48511527502729046,1.1548282546073858,11.409323181152343,211.54542323492885
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,138,3.178042056171474,0.742178181707859,3.0495852408409116,0.0,13.018848495483399,0.0,1000.0,0.0,0.0,0.5422712242603303,0.0,175.42275451660157,0.0,1.100199888462469,0.0,3207.6124196675314,0.0,1.100199888462469,0.0,175.42275451660157,0.0,1.7713074034771945,0.0,1894.8432421875,0.0,1.7713074034771945,0.46140699350579456,0.5422712242603303,1.100199888462469,8.771137725830078,160.3806209833766
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,139,3.178042056171474,0.7390617814660072,3.1256936935782433,0.0,11.797912906956029,0.0,1000.0,0.0,0.0,0.5086815308880162,0.0,177.8601919638144,0.0,1.114351805990701,0.0,3914.466274949435,0.0,1.114351805990701,0.0,177.8601919638144,0.0,1.8098630285827753,0.0,2370.657163877745,0.0,1.8098630285827753,0.4659679723133423,0.5086815308880162,1.114351805990701,13.161654205322266,289.6705043462581
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,140,3.2655139461951226,0.7402165803909302,3.128959315299988,0.0,10.87476358963893,0.0,1000.0,0.0,0.0,0.54790110542224,0.0,171.30269505427435,0.0,1.0742495362375153,0.0,4642.474076906466,0.0,1.0742495362375153,0.0,171.30269505427435,0.0,1.8339070116508907,0.0,1553.2918466421274,0.0,1.8339070116508907,0.479203415338042,0.54790110542224,1.0742495362375153,8.907740142822266,241.4086519991362
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,141,3.5918956359273855,0.7404221821427345,3.208066522240639,0.0,13.243414192199706,0.0,1000.0,0.0,0.0,0.5439127939939499,0.0,170.2191290283203,0.0,1.0664817330960965,0.0,3661.317801566433,0.0,1.0664817330960965,0.0,170.2191290283203,0.0,1.8650795472867814,0.0,1673.7824975585938,0.0,1.8650795472867814,0.48899249002106565,0.5439127939939499,1.0664817330960965,8.510956451416016,183.06589007832164
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,142,4.112493799640039,0.7430275810360909,3.1670338201522825,0.0,8.408239581368186,0.0,1000.0,0.0,0.0,0.40405146091837774,0.0,184.62730997258967,0.0,1.1572893964271278,0.0,3576.2702795285445,0.0,1.1572893964271278,0.0,184.62730997258967,0.0,1.8878972422430051,0.0,699.6170872774991,0.0,1.8878972422430051,0.4953408981664275,0.40405146091837774,1.1572893964271278,8.123601638793945,157.35589229925597
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,143,4.112493799640039,0.7425445801615715,3.184619806289673,0.0,10.440145343542099,0.0,1000.0,0.0,0.0,0.49267571962748963,0.0,173.0391025543213,0.0,1.082148447023365,0.0,4095.6829104669273,0.0,1.082148447023365,0.0,173.0391025543213,0.0,1.9102166660319781,0.0,1085.1604588826497,0.0,1.9102166660319781,0.5022461017649007,0.49267571962748963,1.082148447023365,8.305876922607421,196.5927797024125
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,144,4.112493799640039,0.7422239807248115,3.2175568990707397,0.0,10.991679807504019,0.0,1000.0,0.0,0.0,0.4925828402241071,0.0,171.09284909566244,0.0,1.0714469071940165,0.0,4276.795063638477,0.0,1.0714469071940165,0.0,171.09284909566244,0.0,1.9347618747366646,0.0,1433.609453837077,0.0,1.9347618747366646,0.5029257994316865,0.4925828402241071,1.0714469071940165,8.212456756591797,205.2861630546469
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,145,4.112493799640039,0.7408983808755875,3.258983404457569,0.0,11.113456453595843,0.0,1000.0,0.0,0.0,0.48516262961285456,0.0,170.27822712489538,0.0,1.0660075151608905,0.0,3478.234074123058,0.0,1.0660075151608905,0.0,170.27822712489538,0.0,1.958902389680675,0.0,1429.9555446079798,0.0,1.958902389680675,0.5103957084014916,0.48516262961285456,1.0660075151608905,9.53558071899414,194.7811081508912
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,146,4.112493799640039,0.7409523801803589,3.266320441901684,0.0,10.110385591569154,0.0,1000.0,0.0,0.0,0.4802211307637069,0.0,168.79111182171366,0.0,1.058843349013326,0.0,4594.720062836685,0.0,1.058843349013326,0.0,168.79111182171366,0.0,1.9825201762024676,0.0,1111.5602669093919,0.0,1.9825201762024676,0.5163731194498679,0.4802211307637069,1.058843349013326,7.764391143798828,211.35712289048757
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,147,4.112493799640039,0.7382041805386543,3.361344327390194,0.0,11.601022039140974,0.0,1000.0,0.0,0.0,0.5347344994544982,0.0,161.32372589111327,0.0,1.0107056434208765,0.0,3977.222645143014,0.0,1.0107056434208765,0.0,161.32372589111327,0.0,2.0277824342252204,0.0,2009.0275006975446,0.0,2.0277824342252204,0.5398607388535163,0.5347344994544982,1.0107056434208765,11.29266081237793,278.40558516001096
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,148,4.112493799640039,0.73888878262043,3.3899323916435242,0.0,12.219529325311834,0.0,1000.0,0.0,0.0,0.5304982072927735,0.0,160.14392228560015,0.0,1.0035419735032252,0.0,3102.559028864166,0.0,1.0035419735032252,0.0,160.14392228560015,0.0,2.051038638474376,0.0,1209.7239768288352,0.0,2.051038638474376,0.5552804599305213,0.5304982072927735,1.0035419735032252,7.046332580566406,136.51259727002332
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,149,4.112493799640039,0.7375353819131851,3.4130879660248756,0.0,10.989622056484222,0.0,1000.0,0.0,0.0,0.49843055329152514,0.0,162.07656969342912,0.0,1.0152380810447241,0.0,4139.388086585923,0.0,1.0152380810447241,0.0,162.07656969342912,0.0,2.0893276702426418,0.0,1387.3346121651787,0.0,2.0893276702426418,0.5661542169048819,0.49843055329152514,1.0152380810447241,9.076287902832032,231.8057328488117
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,150,4.112493799640039,0.7399155808091163,3.4094838178157807,0.0,10.446994467785483,0.0,1000.0,0.0,0.0,0.5053944399482325,0.0,159.21833680805406,0.0,1.0004747339192537,0.0,3973.5086379327167,0.0,1.0004747339192537,0.0,159.21833680805406,0.0,2.1124216425897857,0.0,725.0731104800576,0.0,2.1124216425897857,0.5691370363630197,0.5053944399482325,1.0004747339192537,6.0502967987060545,150.99332824144327
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,151,4.112493799640039,0.7357029833197594,3.5104795832037925,0.0,11.841733940186039,0.0,1000.0,0.0,0.0,0.5562316400389518,0.0,152.6934066280242,0.0,0.9568285097323284,0.0,3691.409847214003,0.0,0.9568285097323284,0.0,152.6934066280242,0.0,2.148281503603384,0.0,1985.0369164251513,0.0,2.148281503603384,0.5900730315255338,0.5562316400389518,0.9568285097323284,9.4669912109375,228.86741052726813
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,152,4.112493799640039,0.7370383822917939,3.549819342255592,0.0,13.825990438461304,0.0,1000.0,0.0,0.0,0.5479610085487365,0.0,152.1049419403076,0.0,0.9527345632454898,0.0,2900.796204006624,0.0,0.9527345632454898,0.0,152.1049419403076,0.0,2.1758320020634976,0.0,1475.3313842773437,0.0,2.1758320020634976,0.604844494553449,0.5479610085487365,0.9527345632454898,6.084197677612305,116.03184816026494
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,153,4.112493799640039,0.7359809820652008,3.5677343499064444,0.0,10.265645881493887,0.0,1000.0,0.0,0.0,0.45394598071773845,0.0,160.01140530904135,0.0,1.004327516315638,0.0,3560.320272042772,0.0,1.004327516315638,0.0,160.01140530904135,0.0,2.2013977932819735,0.0,1131.3842264811199,0.0,2.2013977932819735,0.6109966803555377,0.45394598071773845,1.004327516315638,7.6805474548339845,170.89537305805305
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,154,4.898112250047867,0.7374889813661575,3.6095465227365495,0.0,11.116492023468018,0.0,1000.0,0.0,0.0,0.4744283276796341,0.0,156.41181701660156,0.0,0.98116120625351,0.0,3308.489159459365,0.0,0.98116120625351,0.0,156.41181701660156,0.0,2.228032781616866,0.0,1201.7665283203125,0.0,2.228032781616866,0.6276987706485164,0.4744283276796341,0.98116120625351,7.8205908508300785,165.4244579729683
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,155,4.898112250047867,0.7352795808315277,3.6590052324533464,0.0,12.07701224547166,0.0,1000.0,0.0,0.0,0.5450687454296992,0.0,147.8180280832144,0.0,0.9264186325192428,0.0,4110.761300659112,0.0,0.9264186325192428,0.0,147.8180280832144,0.0,2.2714552709866878,0.0,1770.1504205557017,0.0,2.2714552709866878,0.648317778235883,0.5450687454296992,0.9264186325192428,7.686537460327148,213.7595876342738
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,156,5.192021523666911,0.7357863822579384,3.6908678606152536,0.0,11.83171646669507,0.0,1000.0,0.0,0.0,0.5019360164490839,0.0,150.86420822143555,0.0,0.9443918397322696,0.0,4252.090288465759,0.0,0.9443918397322696,0.0,150.86420822143555,0.0,2.3082451022288915,0.0,1266.3376846313477,0.0,2.3082451022288915,0.6579505851991967,0.5019360164490839,0.9443918397322696,7.241481994628907,204.10033384635642
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,157,5.192021523666911,0.7329229825139045,3.774758518397808,0.0,11.532125714947195,0.0,1000.0,0.0,0.0,0.5087160216096569,0.0,148.57750544828528,0.0,0.9307633416909659,0.0,3289.5885238490414,0.0,0.9307633416909659,0.0,148.57750544828528,0.0,2.3634369908105275,0.0,1879.8427536908318,0.0,2.3634369908105275,0.677442062190952,0.5087160216096569,0.9307633416909659,10.103270370483399,223.6920196217348
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,158,5.192021523666911,0.7337289817929268,3.7898328803777694,0.0,11.351997696835062,0.0,1000.0,0.0,0.0,0.5339412371749463,0.0,144.3183009935462,0.0,0.905914792941061,0.0,3133.6321358936607,0.0,0.905914792941061,0.0,144.3183009935462,0.0,2.394358501025626,0.0,1608.060987389606,0.0,2.394358501025626,0.6956791169376171,0.5339412371749463,0.905914792941061,6.638641845703125,144.1470782511084
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,159,5.192021523666911,0.7342885820865631,3.804810737133026,0.0,11.50531623580239,0.0,1000.0,0.0,0.0,0.48437328365716065,0.0,147.95106055519798,0.0,0.927225315872792,0.0,3199.1856035968813,0.0,0.927225315872792,0.0,147.95106055519798,0.0,2.4204468719142263,0.0,1159.7402662797408,0.0,2.4204468719142263,0.7117479844900674,0.48437328365716065,0.927225315872792,6.509846664428711,140.7641665582628
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,160,5.192021523666911,0.7316763824224473,3.870522723197937,0.0,10.600442819735584,0.0,1000.0,0.0,0.0,0.5086448424879242,0.0,143.97504447488222,0.0,0.9032982401851769,0.0,3581.533866185694,0.0,0.9032982401851769,0.0,143.97504447488222,0.0,2.4620377899450667,0.0,1736.9307897231158,0.0,2.4620377899450667,0.7353093753447898,0.5086448424879242,0.9032982401851769,9.790303024291992,243.5443029006272
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,161,5.192021523666911,0.7334537816047668,3.878963545680046,0.0,10.864934154178785,0.0,1000.0,0.0,0.0,0.4988656675686007,0.0,143.54874353823453,0.0,0.9001744803479916,0.0,3767.2412029606107,0.0,0.9001744803479916,0.0,143.54874353823453,0.0,2.4996053007366736,0.0,1106.8679544200068,0.0,2.4996053007366736,0.7389190470082028,0.4988656675686007,0.9001744803479916,6.603242202758789,173.29309533618812
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,162,5.192021523666911,0.7302711812257767,4.029243586540222,0.0,12.279351472854614,0.0,1000.0,0.0,0.0,0.4817010781003369,0.0,143.5848274230957,0.0,0.9014081443919939,0.0,2880.7291264495548,0.0,0.9014081443919939,0.0,143.5848274230957,0.0,2.547711849370603,0.0,2441.177035861545,0.0,2.547711849370603,0.7593209290336163,0.4817010781003369,0.9014081443919939,10.33810757446289,207.41249710436793
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,163,5.27373873648592,0.7315889822840691,4.0146657348871235,0.0,10.821565887202388,0.0,1000.0,0.0,0.0,0.4867419393166252,0.0,141.7721816353176,0.0,0.8894760221214192,0.0,3346.4750780513814,0.0,0.8894760221214192,0.0,141.7721816353176,0.0,2.5841480615414136,0.0,1013.2696785304857,0.0,2.5841480615414136,0.7774656764313078,0.4867419393166252,0.8894760221214192,6.5215203552246095,153.93785359036357
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,164,5.27373873648592,0.7327817814946175,4.06197524279356,0.0,12.390000102065859,0.0,1000.0,0.0,0.0,0.4452915851558958,0.0,144.43980880010696,0.0,0.9047472121843944,0.0,2247.9263723742956,0.0,0.9047472121843944,0.0,144.43980880010696,0.0,2.6161574670825454,0.0,1144.918433779762,0.0,2.6161574670825454,0.7900253326369593,0.4452915851558958,0.9047472121843944,6.066471969604492,94.41290763972042
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,165,5.27373873648592,0.7321133804321289,4.129724758923054,0.0,12.07461835940679,0.0,1000.0,0.0,0.0,0.4378513178477685,0.0,143.88192971547446,0.0,0.9000315349781024,0.0,1902.7729704736505,0.0,0.9000315349781024,0.0,143.88192971547446,0.0,2.64348699958593,0.0,1706.1244837443035,0.0,2.64348699958593,0.7993400905086104,0.4378513178477685,0.9000315349781024,6.906332626342773,91.33310258273522
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,166,5.27373873648592,0.733058582186699,4.143745385229588,0.0,11.790929412841797,0.0,1000.0,0.0,0.0,0.4995393306016922,0.0,136.30431518554687,0.0,0.855888184085517,0.0,3078.50589514638,0.0,0.855888184085517,0.0,136.30431518554687,0.0,2.671063815037147,0.0,1187.1703979492188,0.0,2.671063815037147,0.8133336764522638,0.4995393306016922,0.855888184085517,5.452172607421875,123.14023580585518
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,167,5.27373873648592,0.730456780731678,4.188016909360885,0.0,11.266174482447761,0.0,1000.0,0.0,0.0,0.515214738036905,0.0,133.80052730015345,0.0,0.8385194060046317,0.0,4055.081594945424,0.0,0.8385194060046317,0.0,133.80052730015345,0.0,2.7210784238030077,0.0,1533.8128923688616,0.0,2.7210784238030077,0.8297811614016407,0.515214738036905,0.8385194060046317,7.492829528808594,227.08456931694377
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,168,5.27373873648592,0.7303627806305886,4.21925989818573,0.0,11.38969080094938,0.0,1000.0,0.0,0.0,0.47340369486698397,0.0,135.9993122242115,0.0,0.8535534695841376,0.0,3195.4487087248813,0.0,0.8535534695841376,0.0,135.9993122242115,0.0,2.7699092451873155,0.0,1319.2598854347511,0.0,2.7699092451873155,0.8452285145464938,0.47340369486698397,0.8535534695841376,7.343962860107422,172.5542302711436
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,169,5.27373873648592,0.7327575808763505,4.1591012306809425,0.0,8.8165248973029,0.0,1000.0,0.0,0.0,0.4700650056557996,0.0,135.00501959664481,0.0,0.8469086306898258,0.0,4577.909924996561,0.0,0.8469086306898258,0.0,135.00501959664481,0.0,2.7982113569975446,0.0,475.00717490059986,0.0,2.7982113569975446,0.8446177109984273,0.4700650056557996,0.8469086306898258,3.7801405487060546,128.1814778999037
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,170,5.334427705419322,0.7300295798778534,4.241522333621979,0.0,11.502164840698242,0.0,1000.0,0.0,0.0,0.4878656139969826,0.0,132.15625030517577,0.0,0.8287261154290482,0.0,2599.0468703312463,0.0,0.8287261154290482,0.0,132.15625030517577,0.0,2.8444666261753984,0.0,1483.984736328125,0.0,2.8444666261753984,0.8747846035253201,0.4878656139969826,0.8287261154290482,6.607812515258789,129.95234351656234
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,171,5.334427705419322,0.7295801821351051,4.319144011437893,0.0,11.441312937900937,0.0,1000.0,0.0,0.0,0.43758274974494143,0.0,135.1315460205078,0.0,0.8477635030981368,0.0,3103.7430911775814,0.0,0.8477635030981368,0.0,135.1315460205078,0.0,2.892647840071498,0.0,1636.9760952653555,0.0,2.892647840071498,0.8803509699825309,0.43758274974494143,0.8477635030981368,7.837629669189453,180.0170992882997
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,172,5.334427705419322,0.7287509824633598,4.374101432204246,0.0,11.085504584842258,0.0,1000.0,0.0,0.0,0.47721792315995254,0.0,130.38936841046367,0.0,0.8180361618252324,0.0,3431.518065560679,0.0,0.8180361618252324,0.0,130.38936841046367,0.0,2.942409489608194,0.0,1350.0265977647568,0.0,2.942409489608194,0.9001746655760599,0.47721792315995254,0.8180361618252324,7.041025894165039,185.30197554027663
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,173,5.334427705419322,0.7297483813762665,4.372983420550823,0.0,11.821506977081299,0.0,1000.0,0.0,0.0,0.4835540856185712,0.0,128.50469729774878,0.0,0.8065266575470305,0.0,3025.006708609817,0.0,0.8065266575470305,0.0,128.50469729774878,0.0,2.9806907917272785,0.0,1230.4676497609992,0.0,2.9806907917272785,0.9094581686181541,0.4835540856185712,0.8065266575470305,4.883178497314453,114.95025492717303
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,174,5.7781976133576824,0.7271419816017151,4.479435049712658,0.0,11.743710095541818,0.0,1000.0,0.0,0.0,0.45815652183123995,0.0,129.6886522565569,0.0,0.8120423014029998,0.0,2981.3856674892263,0.0,0.8120423014029998,0.0,129.6886522565569,0.0,3.0493416824043313,0.0,2411.210529436384,0.0,3.0493416824043313,0.9240151507107932,0.45815652183123995,0.8120423014029998,9.078205657958984,208.69699672424588
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,175,5.7781976133576824,0.7255245813727379,4.541988188266754,0.0,12.24914903640747,0.0,1000.0,0.0,0.0,0.5150517627596856,0.0,123.4804926554362,0.0,0.7741359330151099,0.0,3033.9826976535346,0.0,0.7741359330151099,0.0,123.4804926554362,0.0,3.1223024216034156,0.0,2066.64966023763,0.0,3.1223024216034156,0.9586410206400631,0.5150517627596856,0.7741359330151099,7.408829559326172,182.03896185921204
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,176,5.928411259191038,0.7260903822779655,4.596755664169788,0.0,12.53849146916316,0.0,1000.0,0.0,0.0,0.5200085622759966,0.0,122.10281841571515,0.0,0.7651661426833974,0.0,2718.629724647894,0.0,0.7651661426833974,0.0,122.10281841571515,0.0,3.1740372541981525,0.0,1544.1395686222957,0.0,3.1740372541981525,0.9907879193753361,0.5200085622759966,0.7651661426833974,6.349346557617188,141.36874568169048
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,177,5.928411259191038,0.7257931811213494,4.65101714605093,0.0,12.539366483688354,0.0,1000.0,0.0,0.0,0.5060493138929208,0.0,121.66915957132976,0.0,0.7634072565671696,0.0,2427.6934346614385,0.0,0.7634072565671696,0.0,121.66915957132976,0.0,3.2239700099653748,0.0,1720.4614512125652,0.0,3.2239700099653748,1.0116568266437218,0.5060493138929208,0.7634072565671696,5.840119659423828,116.52928486374906
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,178,5.928411259191038,0.7269555819034577,4.648434239566326,0.0,11.530842399597168,0.0,1000.0,0.0,0.0,0.4222955763339996,0.0,127.37200813293457,0.0,0.7981834528335047,0.0,2331.7506197381144,0.0,0.7981834528335047,0.0,127.37200813293457,0.0,3.258671904988151,0.0,1238.3289031982422,0.0,3.258671904988151,1.0107309145629964,0.4222955763339996,0.7981834528335047,5.094880325317383,93.2700247895246
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,179,5.964226989611073,0.7274781808853149,4.6850447958111765,0.0,11.960343156542097,0.0,1000.0,0.0,0.0,0.4714819150311606,0.0,122.27449580601284,0.0,0.7656049164166128,0.0,2757.0589181019886,0.0,0.7656049164166128,0.0,122.27449580601284,0.0,3.306987118786534,0.0,1307.0351271856398,0.0,3.306987118786534,1.0226360102921146,0.4714819150311606,0.7656049164166128,5.135528823852539,115.79647456028356
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,180,5.964226989611073,0.7256145813465118,4.744112653374672,0.0,10.479120431933552,0.0,1000.0,0.0,0.0,0.46578619605861604,0.0,121.41589546203613,0.0,0.7612004211478416,0.0,2258.718379765734,0.0,0.7612004211478416,0.0,121.41589546203613,0.0,3.3670175556784354,0.0,1444.1110610961914,0.0,3.3670175556784354,1.056863367598396,0.46578619605861604,0.7612004211478416,7.770617309570312,144.55797630500697
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,181,5.964226989611073,0.7262115823030472,4.739750805735588,0.0,10.926650104068575,0.0,1000.0,0.0,0.0,0.48446485080889296,0.0,118.66907791864304,0.0,0.7440707899050839,0.0,3167.9258541118315,0.0,0.7440707899050839,0.0,118.66907791864304,0.0,3.4137820018192717,0.0,1066.8805338541667,0.0,3.4137820018192717,1.0747657143801579,0.48446485080889296,0.7440707899050839,4.984101272583008,133.05288587269695
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,182,6.818978981317618,0.7247531822919846,4.801175197899342,0.0,9.784115802857183,0.0,1000.0,0.0,0.0,0.41430714149628917,0.0,123.17518221947455,0.0,0.7715103094598332,0.0,3087.9725026477386,0.0,0.7715103094598332,0.0,123.17518221947455,0.0,3.4813956983578738,0.0,1222.5579696163054,0.0,3.4813956983578738,1.091625458804431,0.41430714149628917,0.7715103094598332,7.636861297607422,191.4542951641598
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,183,6.818978981317618,0.7251305795907974,4.872043117582798,0.0,11.06641433920179,0.0,1000.0,0.0,0.0,0.39648437313735485,0.0,122.98318590436664,0.0,0.7716769880648385,0.0,2283.212626637573,0.0,0.7716769880648385,0.0,122.98318590436664,0.0,3.527136814224781,0.0,1459.5744454520088,0.0,3.527136814224781,1.1016631268973969,0.39648437313735485,0.7716769880648385,6.887058410644531,127.8599070917041
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,184,6.818978981317618,0.7257843817472458,4.862462801873684,0.0,10.018101298809052,0.0,1000.0,0.0,0.0,0.4356014933437109,0.0,119.2038501739502,0.0,0.7472905279391531,0.0,2503.992841738994,0.0,0.7472905279391531,0.0,119.2038501739502,0.0,3.5657155318637557,0.0,822.3535705566406,0.0,3.5657155318637557,1.1221132399428364,0.4356014933437109,0.7472905279391531,4.7681540069580075,100.15971366955974
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,185,6.818978981317618,0.7238139824867249,4.9404251914024355,0.0,11.838137333209698,0.0,1000.0,0.0,0.0,0.4828566840061775,0.0,114.20382396991437,0.0,0.7156539476955874,0.0,2229.851700844323,0.0,0.7156539476955874,0.0,114.20382396991437,0.0,3.617011342393185,0.0,1561.023212139423,0.0,3.617011342393185,1.146970237162801,0.4828566840061775,0.7156539476955874,5.938598846435547,115.9522884439048
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,186,6.818978981317618,0.7242527815103531,4.948998508870601,0.0,11.36743486495245,0.0,1000.0,0.0,0.0,0.49487289963733583,0.0,112.09713381812686,0.0,0.7033866565514685,0.0,2623.52080895897,0.0,0.7033866565514685,0.0,112.09713381812686,0.0,3.6681038251858546,0.0,1065.8186616443452,0.0,3.6681038251858546,1.1713336533967895,0.49487289963733583,0.7033866565514685,4.708079620361328,110.18787397627672
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,187,6.818978981317618,0.7239301806092262,5.040942914128303,0.0,11.67917287349701,0.0,1000.0,0.0,0.0,0.4633758227740015,0.0,114.49119349888393,0.0,0.7170637771116413,0.0,2411.9124972599925,0.0,0.7170637771116413,0.0,114.49119349888393,0.0,3.72581362187737,0.0,1545.6368669782366,0.0,3.72581362187737,1.191385524950888,0.4633758227740015,0.7170637771116413,6.4115068359375,135.0670998465596
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,188,6.818978981317618,0.7242839823961258,5.048490518450737,0.0,10.126226945356889,0.0,1000.0,0.0,0.0,0.43149799006906425,0.0,114.93260331587358,0.0,0.7202445815860549,0.0,2687.618096409999,0.0,0.7202445815860549,0.0,114.93260331587358,0.0,3.7763600649168576,0.0,860.2057398015803,0.0,3.7763600649168576,1.2028352081559104,0.43149799006906425,0.7202445815860549,5.057034545898437,118.25519624203997
