algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,100,7.433899062572044,0.8679367777109146,0.4525700536966324,0.0,2.529948037603627,0.0,1000.0,0.0,0.0,0.7393369545107302,0.0,68.11741173785666,0.0,0.600849135685951,0.0,0.600849135685951,0.0,4619.639844791659,0.0,95.75712684963061,0.0,95.75701705269192,0.0,4.856343900572472,0.0,4.856343900572472,1.0704640185075807,0.7393369545107302,0.600849135685951,4.404822784423828,212.50343286041632
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,101,7.433899062572044,0.8677577788829803,0.45342466288805006,0.0,2.0551437507073085,0.0,1000.0,0.0,0.0,0.69648750325044,0.0,55.79844042460124,0.0,0.6180263982508654,0.0,0.6180263982508654,0.0,4999.820831471033,0.0,98.7140375773112,0.0,98.71405029296875,0.0,4.910427367318574,0.0,4.910427367318574,1.0489155433845727,0.69648750325044,0.6180263982508654,5.922843017578125,299.98924988826195
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,102,7.433899062572044,0.8672741783857345,0.4560278907418251,0.0,2.172515081034766,0.0,1000.0,0.0,0.0,0.6715722039893821,0.0,61.5504483823423,0.0,0.6162280807219922,0.0,0.6162280807219922,0.0,4876.405359660702,0.0,98.17522317391855,0.0,98.1752192179362,0.0,4.954037264751581,0.0,4.954037264751581,1.043269796528947,0.6715722039893821,0.6162280807219922,5.301461837768555,263.3258894216779
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,103,7.433899062572044,0.8671763780117034,0.4566268896460533,0.0,2.0216379442385266,0.0,1000.0,0.0,0.0,0.7043032688753945,0.0,47.55655574798584,0.0,0.6114460312484875,0.0,0.6114460312484875,0.0,5137.628958340226,0.0,97.56435966491699,0.0,97.56440162658691,0.0,5.012980037022138,0.0,5.012980037022138,1.0134454711860812,0.7043032688753945,0.6114460312484875,5.463606491088867,287.7072216670527
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,104,7.433899062572044,0.866647978067398,0.4592332894206047,0.0,2.23862495024999,0.0,1000.0,0.0,0.0,0.6860675990581513,0.0,65.06998723347982,0.0,0.6087684316021905,0.0,0.6087684316021905,0.0,4722.168474963076,0.0,97.13364181518554,0.0,97.13359222412109,0.0,5.066402530908804,0.0,5.066402530908804,1.0031526309569878,0.6860675990581513,0.6087684316021905,5.828015533447266,283.33010849778447
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,105,7.433899062572044,0.866246177315712,0.46144569063186647,0.0,2.441485767779143,0.0,1000.0,0.0,0.0,0.7338810874068219,0.0,81.74450202610181,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,4726.904649862986,0.0,95.62696871550187,0.0,95.62700321363366,0.0,5.10278666777324,0.0,5.10278666777324,1.0026185341335832,0.7338810874068219,0.6002290721471659,4.398842147827148,217.43761389369735
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,106,7.433899062572044,0.8658295781612396,0.4632343888878822,0.0,2.2808108598955217,0.0,1000.0,0.0,0.0,0.6914765181079987,0.0,69.00899148756459,0.0,0.6087413717135105,0.0,0.6087413717135105,0.0,4704.678737326286,0.0,97.15207819784841,0.0,97.15209985548451,0.0,5.136525970761735,0.0,5.136525970761735,1.0143274275592593,0.6914765181079987,0.6087413717135105,6.023430191040039,291.69008171422973
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,107,7.433899062572044,0.8653709787130356,0.4657760530114174,0.0,2.3813394849950615,0.0,1000.0,0.0,0.0,0.678608313202858,0.0,57.80588696219704,0.0,0.6097816000253923,0.0,0.6097816000253923,0.0,4547.743845667573,0.0,97.25079623135653,0.0,97.25085345181552,0.0,5.164176872038785,0.0,5.164176872038785,1.016613444238647,0.678608313202858,0.6097816000253923,4.279037551879883,200.10072920937318
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,108,7.433899062572044,0.865183378815651,0.4673731119036674,0.0,2.452485486217167,0.0,1000.0,0.0,0.0,0.6879149863253469,0.0,58.67169554337211,0.0,0.6112228937775945,0.0,0.6112228937775945,0.0,4895.846256206667,0.0,97.55479298467222,0.0,97.55477374532948,0.0,5.199007764822712,0.0,5.199007764822712,1.009896963802036,0.6879149863253469,0.6112228937775945,4.487519592285156,225.20892778550666
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,109,7.433899062572044,0.8643253790140152,0.4708514432311058,0.0,2.302199340180347,0.0,1000.0,0.0,0.0,0.7130671159217232,0.0,86.26103772615132,0.0,0.6018833400051498,0.0,0.6018833400051498,0.0,4788.928509477524,0.0,96.07839825278835,0.0,96.07838118703742,0.0,5.259044723695093,0.0,5.259044723695093,1.000679104650418,0.7130671159217232,0.6018833400051498,7.301956970214844,363.9585667202919
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,110,7.433899062572044,0.8637065781354905,0.47442830401659014,0.0,2.5185965932905674,0.0,1000.0,0.0,0.0,0.7011892478913069,0.0,109.35018873214722,0.0,0.6030395714768497,0.0,0.6030395714768497,0.0,4665.579634161388,0.0,96.11942911148071,0.0,96.11938405036926,0.0,5.309914531352253,0.0,5.309914531352253,0.9925577555884928,0.7011892478913069,0.6030395714768497,6.151640579223633,298.5970965863288
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,111,7.433899062572044,0.8635107777118682,0.47572456336021424,0.0,2.406654567718506,0.0,1000.0,0.0,0.0,0.6805479121208191,0.0,56.748612060546876,0.0,0.6034009226499109,0.0,0.6034009226499109,0.0,4889.584897706365,0.0,96.18824645996094,0.0,96.18828460693359,0.0,5.3459778048264885,0.0,5.3459778048264885,0.9875331971446022,0.6805479121208191,0.6034009226499109,4.80941423034668,244.47924488531828
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,112,7.488899157320176,0.8633181792497635,0.47739924585819243,0.0,2.31106017884754,0.0,1000.0,0.0,0.0,0.6761020365215483,0.0,56.994268144880024,0.0,0.61134334188193,0.0,0.61134334188193,0.0,4435.580822425223,0.0,97.67518070765904,0.0,97.67516036260696,0.0,5.364271734989028,0.0,5.364271734989028,1.0005498671532342,0.6761020365215483,0.61134334188193,4.102356735229492,186.2943945418594
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,113,7.488899157320176,0.8624565776586532,0.48190144342184066,0.0,2.6140325755784004,0.0,1000.0,0.0,0.0,0.7252029433394923,0.0,94.41037704005386,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,4649.898286999444,0.0,95.79022378632517,0.0,95.7902339588512,0.0,5.41634202844875,0.0,5.41634202844875,0.9934229920592202,0.7252029433394923,0.6002290721471661,6.322155441284179,306.89328694196325
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,114,7.488899157320176,0.8621323786973953,0.48377109682559966,0.0,2.4112983859818558,0.0,1000.0,0.0,0.0,0.696687990221484,0.0,79.36249423849172,0.0,0.6056528408107873,0.0,0.6056528408107873,0.0,4936.82563241093,0.0,96.80482351368872,0.0,96.80478247280779,0.0,5.454369829510135,0.0,5.454369829510135,0.9893392009180058,0.696687990221484,0.6056528408107873,5.614677383422851,286.3358866798339
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,115,7.488899157320176,0.8616773775815963,0.4863446395397186,0.0,2.458880760840007,0.0,1000.0,0.0,0.0,0.7228889848504748,0.0,73.00095585414341,0.0,0.601439339562276,0.0,0.601439339562276,0.0,4951.816478460575,0.0,95.84795461382184,0.0,95.84797722952706,0.0,5.486651403894789,0.0,5.486651403894789,0.9939704134990904,0.7228889848504748,0.601439339562276,5.367486724853515,277.3017227937921
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,116,7.488899157320176,0.8608843783140182,0.49020543706417086,0.0,2.5149474721966367,0.0,1000.0,0.0,0.0,0.6994166979283998,0.0,103.80569908835672,0.0,0.6019191602013504,0.0,0.6019191602013504,0.0,4654.321174980802,0.0,96.13155619303386,0.0,96.13158347389914,0.0,5.523981898643931,0.0,5.523981898643931,0.9996949043990963,0.6994166979283998,0.6019191602013504,6.344684509277344,307.18519754873296
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,117,7.488899157320176,0.8607073792219162,0.4920838704705238,0.0,2.5158359110355377,0.0,1000.0,0.0,0.0,0.713415781656901,0.0,65.77917814254761,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,4639.554835655473,0.0,95.82037003835042,0.0,95.82028929392497,0.0,5.562527185480887,0.0,5.562527185480887,0.984421276222457,0.713415781656901,0.6002290721471661,4.599373886108398,222.6986321114627
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,118,7.627371140580799,0.8598075771331787,0.496952024936676,0.0,2.6925557294199542,0.0,1000.0,0.0,0.0,0.6912687267026594,0.0,112.72285522953156,0.0,0.6042534343226035,0.0,0.6042534343226035,0.0,4442.949628967452,0.0,96.27487354893839,0.0,96.27487379504788,0.0,5.59913582504161,0.0,5.59913582504161,0.9826444578372132,0.6912687267026594,0.6042534343226035,5.9690421752929685,275.462876995982
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,119,7.627371140580799,0.8599735788106918,0.4970722885131836,0.0,2.2707751045624414,0.0,1000.0,0.0,0.0,0.7028855470319589,0.0,64.90975312391917,0.0,0.6006028499948349,0.0,0.6006028499948349,0.0,5375.307899695971,0.0,95.6312484741211,0.0,95.63127772013347,0.0,5.626667085449913,0.0,5.626667085449913,0.9819334725763159,0.7028855470319589,0.6006028499948349,4.590301330566406,258.0147791854066
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,120,7.627371140580799,0.8592809779644013,0.5008386685848236,0.0,2.5888762157410383,0.0,1000.0,0.0,0.0,0.7027366706170142,0.0,97.74825096130371,0.0,0.6024959037138768,0.0,0.6024959037138768,0.0,4864.186741118757,0.0,96.00101709365845,0.0,96.00098371505737,0.0,5.660538736777833,0.0,5.660538736777833,0.9877941229683442,0.7027366706170142,0.6024959037138768,6.144062957763672,311.30795143160043
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,121,7.627371140580799,0.8587917771339416,0.5040747516155243,0.0,2.619819924749177,0.0,1000.0,0.0,0.0,0.6826812717421301,0.0,93.87169989224138,0.0,0.6011631409614282,0.0,0.6011631409614282,0.0,4360.438512824958,0.0,95.94458218278557,0.0,95.94455824227168,0.0,5.690656700920938,0.0,5.690656700920938,0.9969606424138335,0.6826812717421301,0.6011631409614282,5.564784378051757,252.9054337438476
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,122,7.627371140580799,0.8587347791194916,0.5055099688172341,0.0,2.6916519591682837,0.0,1000.0,0.0,0.0,0.7069096847584373,0.0,57.67506388614052,0.0,0.600229072147166,0.0,0.600229072147166,0.0,4822.926283777467,0.0,95.67228538111637,0.0,95.67225847746197,0.0,5.710565986235821,0.0,5.710565986235821,1.001265563039669,0.7069096847584373,0.600229072147166,3.6355458221435546,183.27119878354375
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,123,7.627371140580799,0.8587281792163849,0.5069099335670472,0.0,2.7210222552804386,0.0,1000.0,0.0,0.0,0.6844571513288161,0.0,56.62454279731302,0.0,0.601247148116161,0.0,0.601247148116161,0.0,4440.276648311231,0.0,95.82342080508961,0.0,95.82341452205883,0.0,5.726205569690202,0.0,5.726205569690202,1.0079374917065604,0.6844571513288161,0.601247148116161,3.25799609375,150.96940604258188
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,124,7.627371140580799,0.8587871769666672,0.5073391360640526,0.0,2.1354403703109077,0.0,1000.0,0.0,0.0,0.6745740745378577,0.0,53.261257337487265,0.0,0.6028567856913394,0.0,0.6028567856913394,0.0,5445.39885183097,0.0,96.20640132738197,0.0,96.2063104380732,0.0,5.756059643087655,0.0,5.756059643087655,0.9948613896515378,0.6745740745378577,0.6028567856913394,4.425490280151367,250.48834718422464
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,125,7.627371140580799,0.8586051793098449,0.5087572746276855,0.0,2.3423152334160275,0.0,1000.0,0.0,0.0,0.703255703051885,0.0,63.403576886212385,0.0,0.600229072147166,0.0,0.600229072147166,0.0,5294.162330813768,0.0,95.83151329888238,0.0,95.83154268617983,0.0,5.793515373285789,0.0,5.793515373285789,0.9624165453581631,0.703255703051885,0.600229072147166,5.174903305053711,285.88476586394347
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,126,7.627371140580799,0.8583023775815963,0.511155958712101,0.0,2.659807230296888,0.0,1000.0,0.0,0.0,0.7309404956667047,0.0,57.948671441329154,0.0,0.600229072147166,0.0,0.600229072147166,0.0,4613.535468751504,0.0,95.75957288240132,0.0,95.75959095201995,0.0,5.812767877633341,0.0,5.812767877633341,0.9645732447999383,0.7309404956667047,0.600229072147166,3.638864456176758,175.31434781255712
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,127,7.627371140580799,0.857896778345108,0.5148024613261223,0.0,2.9502717419104143,0.0,1000.0,0.0,0.0,0.730605040084232,0.0,86.41945336081766,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,4842.679080482253,0.0,95.81386808915572,0.0,95.81386219371448,0.0,5.842544423671503,0.0,5.842544423671503,0.9501946069946119,0.730605040084232,0.6002290721471659,4.215809936523438,213.07787954121915
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,128,7.627371140580799,0.858162378191948,0.5144082013964653,0.0,2.3315681407326148,0.0,1000.0,0.0,0.0,0.7230980145303827,0.0,43.91937838102642,0.0,0.600229072147166,0.0,0.600229072147166,0.0,6112.785444122423,0.0,95.95099358809621,0.0,95.95104699385793,0.0,5.868968273883043,0.0,5.868968273883043,0.9419562699136167,0.7230980145303827,0.600229072147166,3.6461397857666014,232.28584687665204
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,129,7.627371140580799,0.8576607781648636,0.5173001016378402,0.0,2.4357190041831047,0.0,1000.0,0.0,0.0,0.728546994653615,0.0,86.14162479747425,0.0,0.6033835944575797,0.0,0.6033835944575797,0.0,5911.399214008717,0.0,96.24064936782375,0.0,96.24065745960583,0.0,5.90278581567179,0.0,5.90278581567179,0.9406173832943597,0.728546994653615,0.6033835944575797,6.351883392333985,390.1523481245752
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,130,7.627371140580799,0.8574783775806427,0.519825646340847,0.0,2.7423801876249767,0.0,1000.0,0.0,0.0,0.7108226659752074,0.0,74.36277444022042,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,5010.301084104927,0.0,95.83355022612072,0.0,95.8335720243908,0.0,5.927838721210619,0.0,5.927838721210619,0.9372030734051973,0.7108226659752074,0.6002290721471659,4.025010025024414,210.43264553240687
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,131,7.627371140580799,0.8570527784824371,0.5222085032463074,0.0,2.703215643053963,0.0,1000.0,0.0,0.0,0.6801876894065312,0.0,67.4407701038179,0.0,0.6028701304839094,0.0,0.6028701304839094,0.0,5067.055395732791,0.0,96.29257529122489,0.0,96.29259200323196,0.0,5.950183274349494,0.0,5.950183274349494,0.9346855447870805,0.6801876894065312,0.6028701304839094,4.044288864135742,212.81632662077723
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,132,7.763973675461111,0.8558059780597687,0.528260549724102,0.0,2.727967987457911,0.0,1000.0,0.0,0.0,0.7326098854343096,0.0,129.48736763000488,0.0,0.600229072147166,0.0,0.600229072147166,0.0,4864.208107523216,0.0,95.74032656351726,0.0,95.74028078715007,0.0,5.9892319653561605,0.0,5.9892319653561605,0.932065063084507,0.7326098854343096,0.600229072147166,6.893300216674804,350.22298374167156
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,133,7.765843123841421,0.855114177942276,0.5335076686739921,0.0,2.9265486664242215,0.0,1000.0,0.0,0.0,0.6937701978065349,0.0,100.41348520914714,0.0,0.600229072147166,0.0,0.600229072147166,0.0,4622.567417854038,0.0,95.73767768012152,0.0,95.73762992576316,0.0,6.023689498733814,0.0,6.023689498733814,0.9127247000280109,0.6937701978065349,0.600229072147166,5.169832015991211,249.61864056411798
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,134,7.765843123841421,0.8551437785625458,0.5351836079359055,0.0,2.5742928437564685,0.0,1000.0,0.0,0.0,0.6934059340020885,0.0,58.97049746306046,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,5378.375297445516,0.0,95.69982180388078,0.0,95.69983109183933,0.0,6.048794024767209,0.0,6.048794024767209,0.9018647938572936,0.6934059340020885,0.6002290721471659,4.4021922302246095,247.4052636824937
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,135,7.765843123841421,0.8547559790611267,0.5377841420769691,0.0,2.4833909698895047,0.0,1000.0,0.0,0.0,0.6533333744321551,0.0,80.59905556270054,0.0,0.600229072147166,0.0,0.600229072147166,0.0,4745.62464172475,0.0,95.80826704842704,0.0,95.8082744053432,0.0,6.073323238610276,0.0,6.073323238610276,0.9096488241397829,0.6533333744321551,0.600229072147166,5.365263366699219,265.754979936586
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,136,7.850610290755155,0.8544201788902283,0.5409205417037011,0.0,2.503009415906051,0.0,1000.0,0.0,0.0,0.6709041842098894,0.0,103.97046858688881,0.0,0.6010627579410852,0.0,0.6010627579410852,0.0,5212.319334271159,0.0,95.73773140742861,0.0,95.73773666908001,0.0,6.098962852427848,0.0,6.098962852427848,0.9140912037091429,0.6709041842098894,0.6010627579410852,5.55278872680664,302.3145213877272
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,137,7.989082274015777,0.8532673794031144,0.5486025825142861,0.0,2.894023472262967,0.0,1000.0,0.0,0.0,0.6573757923418476,0.0,122.23895288282826,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,4088.4628925082657,0.0,95.6521975609564,0.0,95.65218107161984,0.0,6.1255252819214725,0.0,6.1255252819214725,0.9141238919085383,0.6573757923418476,0.6002290721471659,5.93043522644043,253.48469933551246
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,138,7.989082274015777,0.8527493789196015,0.5515498595833779,0.0,3.014696469306946,0.0,1000.0,0.0,0.0,0.7282102966308593,0.0,102.22122741699219,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5071.742790226819,0.0,95.70215209960938,0.0,95.70215942382812,0.0,6.151769874673477,0.0,6.151769874673477,0.9103471784955132,0.7282102966308593,0.6002290721471661,4.785107971191406,253.58713951134095
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,139,7.989082274015777,0.8518009785413742,0.5568972681164741,0.0,2.723281241752006,0.0,1000.0,0.0,0.0,0.6768455980597315,0.0,133.44418396820893,0.0,0.600229072147166,0.0,0.600229072147166,0.0,5138.647953761593,0.0,95.79389768033414,0.0,95.79389293773754,0.0,6.185982166503585,0.0,6.185982166503585,0.9090663461774234,0.6768455980597315,0.600229072147166,7.088748077392578,380.2599485783579
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,140,7.989082274015777,0.8519173784255981,0.5575822770595551,0.0,2.3569802733568044,0.0,1000.0,0.0,0.0,0.663171356687179,0.0,68.57373824486366,0.0,0.600229072147166,0.0,0.600229072147166,0.0,5445.445154890305,0.0,95.71052639301007,0.0,95.71053607647235,0.0,6.2093705959545975,0.0,6.2093705959545975,0.9152017886537256,0.663171356687179,0.600229072147166,4.976947875976562,283.1631480542958
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,141,8.1275542572764,0.8513245795965194,0.5634808692932128,0.0,3.024417200088501,0.0,1000.0,0.0,0.0,0.72045334815979,0.0,97.17306427001954,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5076.146366187187,0.0,95.82086822509766,0.0,95.82086029052735,0.0,6.231272524192875,0.0,6.231272524192875,0.91780460028289,0.72045334815979,0.6002290721471661,4.791043014526367,253.80731830935937
