algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,S_agg_norm_honest,S_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,V_agg_norm_honest,V_agg_norm_attacker,n_rejected_honest,n_rejected_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,117,2.358746119929748,0.8811045775413513,0.40414081197977064,0.0,0.015141514673208198,0.0,1000.0,0.0,0.0,1.1232936854163806,0.0,0.04428680206785956,0.0,0.8137917233010133,0.0,2.25,0.0,2.3587461199297475,0.0,2.3587461199297475,4.440892098500626e-16,0.685,0.8852765711282563,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,118,2.377870825801656,0.8810807776451111,0.4045356005430222,0.0,0.015058213033743443,0.0,1000.0,0.0,0.0,0.8680088808459621,0.0,0.03885369686186148,0.0,0.6909824705892994,0.0,4.709677419354839,0.0,2.377870825801657,0.0,2.377870825801657,8.881784197001252e-16,0.6900000000000001,0.8839354154690156,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,119,2.397191380272877,0.8810847778320312,0.40483963131904604,0.0,0.01436942326836288,0.0,1000.0,0.0,0.0,1.083937535683314,0.0,0.044467809368268725,0.0,0.7568150497972965,0.0,2.25,0.0,2.3971913802728775,0.0,2.3971913802728775,4.440892098500626e-16,0.6950000000000001,0.8829973092905328,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,120,2.4167090397510234,0.881096378326416,0.4051687180399895,0.0,0.014346743118949234,0.0,1000.0,0.0,0.0,0.8440768476575613,0.0,0.040028806882030775,0.0,0.7062348322942853,0.0,3.25,0.0,2.416709039751024,0.0,2.416709039751024,4.440892098500626e-16,0.7000000000000001,0.881646571723494,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,121,2.436425076153922,0.8810769771337509,0.40553984594345094,0.0,0.01483072677691435,0.0,1000.0,0.0,0.0,0.7676521991861278,0.0,0.035987526648561745,0.0,0.5987759530544281,0.0,3.2413793103448274,0.0,2.4364250761539226,0.0,2.4364250761539226,4.440892098500626e-16,0.7050000000000001,0.8805589521262935,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,122,2.4563407772260053,0.8810577787160874,0.4058807396292686,0.0,0.0143710307678894,0.0,1000.0,0.0,0.0,1.3023137136509544,0.0,0.04261506776882477,0.0,0.7556265074955789,0.0,2.0,0.0,2.456340777226005,0.0,2.456340777226005,4.440892098500626e-16,0.7100000000000001,0.8801119500318821,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,123,2.4764574468638125,0.881088975906372,0.4061060249209404,0.0,0.013909515924751759,0.0,1000.0,0.0,0.0,1.109441389055813,0.0,0.03591558469032716,0.0,0.7079351351541632,0.0,1.7647058823529411,0.0,2.476457446863812,0.0,2.476457446863812,4.440892098500626e-16,0.7150000000000001,0.8797191736352052,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,124,2.4967764054509396,0.8811081776618958,0.40636196511983874,0.0,0.013526005751412848,0.0,1000.0,0.0,0.0,0.8830332652382229,0.0,0.03940811248983951,0.0,0.7169771064882693,0.0,1.6521739130434783,0.0,2.496776405450939,0.0,2.496776405450939,4.440892098500626e-16,0.7200000000000001,0.8788887205179491,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,125,2.5172989902027787,0.8811119785308837,0.4067081220149994,0.0,0.013819628015712456,0.0,1000.0,0.0,0.0,0.8927032726782339,0.0,0.0375288619635854,0.0,0.6761546455047749,0.0,2.3703703703703702,0.0,2.5172989902027783,0.0,2.5172989902027783,4.440892098500626e-16,0.7250000000000001,0.8779239691254899,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,126,2.538026555521421,0.881129976272583,0.4069573214650154,0.0,0.013478658064023444,0.0,1000.0,0.0,0.0,1.324638423166777,0.0,0.038885231103062946,0.0,0.7414257714622899,0.0,2.1052631578947367,0.0,2.5380265555214203,0.0,2.5380265555214203,8.881784197001252e-16,0.7300000000000001,0.877442116248288,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,127,2.5589604733610978,0.8811281774044036,0.40736344760656357,0.0,0.013258125379004261,0.0,1000.0,0.0,0.0,0.9946313256567175,0.0,0.039550347888803364,0.0,0.7393416924910112,0.0,2.3636363636363638,0.0,2.5589604733610978,0.0,2.5589604733610978,0.0,0.7350000000000001,0.8767666958686833,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,128,2.5801021336045533,0.8811447769403458,0.4076665349006653,0.0,0.013298588804900646,0.0,1000.0,0.0,0.0,1.1232023113652279,0.0,0.03752640324022775,0.0,0.6917917336288252,0.0,1.4736842105263157,0.0,2.580102133604554,0.0,2.580102133604554,8.881784197001252e-16,0.7400000000000001,0.8762938151727109,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,129,2.6014529444507746,0.881124577999115,0.40801886934041975,0.0,0.013214173980734566,0.0,1000.0,0.0,0.0,0.6625209775837985,0.0,0.03483537600814358,0.0,0.5894792197328625,0.0,2.5454545454545454,0.0,2.601452944450774,0.0,2.601452944450774,4.440892098500626e-16,0.7450000000000001,0.874751248395493,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,130,2.6230143328144973,0.8810813779830933,0.4083320315480232,0.0,0.013500964889923731,0.0,1000.0,0.0,0.0,0.9555683732032776,0.0,0.03519395126285329,0.0,0.6303935462520236,0.0,2.2857142857142856,0.0,2.6230143328144977,0.0,2.6230143328144977,4.440892098500626e-16,0.75,0.8741525609117095,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,131,2.6447877447379526,0.8811319773197174,0.40854290467500687,0.0,0.013105080507340886,0.0,1000.0,0.0,0.0,0.8192759780656724,0.0,0.031124939968348104,0.0,0.585679021619615,0.0,2.4761904761904763,0.0,2.6447877447379526,0.0,2.6447877447379526,0.0,0.7550000000000001,0.8735901741316849,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,132,2.6667746458153214,0.8811263775825501,0.40894633692502974,0.0,0.01308292823119296,0.0,1000.0,0.0,0.0,0.7255989693933063,0.0,0.03233084033766385,0.0,0.6015326430400213,0.0,4.277777777777778,0.0,2.666774645815322,0.0,2.666774645815322,4.440892098500626e-16,0.7600000000000001,0.8718403712399628,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,133,2.688976521630394,0.8811317785978318,0.409321582198143,0.0,0.012669870112505224,0.0,1000.0,0.0,0.0,0.8579514953825209,0.0,0.033060183363074064,0.0,0.5955868517910993,0.0,3.4074074074074074,0.0,2.688976521630394,0.0,2.688976521630394,0.0,0.7650000000000001,0.8709833607751125,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,134,2.711394878207946,0.8811597784757614,0.4095968370437622,0.0,0.01296223282975995,0.0,1000.0,0.0,0.0,0.8862376653629801,0.0,0.03434951375874998,0.0,0.6016328827194546,0.0,2.5217391304347827,0.0,2.7113948782079467,0.0,2.7113948782079467,8.881784197001252e-16,0.77,0.8703224096443845,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,135,2.734031242479383,0.8811373784542084,0.40991739839315416,0.0,0.012973926329453076,0.0,1000.0,0.0,0.0,0.6798302371587072,0.0,0.029578772860129564,0.0,0.5167431991015162,0.0,3.5,0.0,2.7340312424793822,0.0,2.7340312424793822,8.881784197001252e-16,0.775,0.869277557927105,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,136,2.756887162763209,0.8811683775186538,0.41026010006666186,0.0,0.012691221167815143,0.0,1000.0,0.0,0.0,0.6156071979424049,0.0,0.02995652830587417,0.0,0.5200406056025932,0.0,3.4482758620689653,0.0,2.756887162763209,0.0,2.756887162763209,0.0,0.7800000000000001,0.868012304255492,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,137,2.779964209260916,0.8811519771814347,0.4106282189488411,0.0,0.01250003719882619,0.0,1000.0,0.0,0.0,0.8193909689303367,0.0,0.029998595158939965,0.0,0.566076135443103,0.0,5.935483870967742,0.0,2.7799642092609167,0.0,2.7799642092609167,8.881784197001252e-16,0.7850000000000001,0.8668235677812527,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,138,2.803263974568913,0.8811079769134521,0.4110198031663895,0.0,0.012497848793864251,0.0,1000.0,0.0,0.0,0.8837812256813049,0.0,0.033233787887247644,0.0,0.6262838900089264,0.0,3.84,0.0,2.8032639745689134,0.0,2.8032639745689134,4.440892098500626e-16,0.79,0.8660814770594537,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,139,2.8267880742071494,0.8811083785295486,0.41143447667360306,0.0,0.0124206300321463,0.0,1000.0,0.0,0.0,0.6926669865041166,0.0,0.03172127973008232,0.0,0.5545408492152756,0.0,5.243243243243243,0.0,2.8267880742071503,0.0,2.8267880742071503,8.881784197001252e-16,0.795,0.864225482297567,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,140,2.8505381471651035,0.8811137770414352,0.41178582739830016,0.0,0.012148846728870502,0.0,1000.0,0.0,0.0,0.6327537710850055,0.0,0.027646734990275087,0.0,0.5151503624824377,0.0,2.4615384615384617,0.0,2.8505381471651035,0.0,2.8505381471651035,0.0,0.8,0.8632585013199727,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,141,2.874515856465851,0.8810755794048309,0.4121100227832794,0.0,0.011905188821256161,0.0,1000.0,0.0,0.0,0.6870034050941467,0.0,0.0278612532595147,0.0,0.5302071654796601,0.0,2.72,0.0,2.8745158564658504,0.0,2.8745158564658504,4.440892098500626e-16,0.8050000000000002,0.8624508303282101,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,142,2.898722889748966,0.8811319788694382,0.4124109540581703,0.0,0.011952563866295597,0.0,1000.0,0.0,0.0,0.6404780582948164,0.0,0.02582467819145022,0.0,0.47058273580941284,0.0,2.6363636363636362,0.0,2.8987228897489667,0.0,2.8987228897489667,8.881784197001252e-16,0.8100000000000002,0.8618478147076007,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,143,2.9231609598730257,0.8811241780519485,0.41273946154117586,0.0,0.011684159476620456,0.0,1000.0,0.0,0.0,0.6368346363306046,0.0,0.02839850146346398,0.0,0.5451993905007839,0.0,2.1666666666666665,0.0,2.9231609598730257,0.0,2.9231609598730257,0.0,0.8150000000000001,0.8610173436948536,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,144,2.9478318055385495,0.8811251779794693,0.4131421540379524,0.0,0.011607412132434547,0.0,1000.0,0.0,0.0,0.9928951474527518,0.0,0.03272680808548835,0.0,0.6792524345219135,0.0,2.8333333333333335,0.0,2.9478318055385495,0.0,2.9478318055385495,0.0,0.82,0.8602622930447674,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,145,2.972737191932218,0.8811401773691178,0.4134182853698731,0.0,0.011515728530607052,0.0,1000.0,0.0,0.0,0.6758030259183475,0.0,0.027121167264311043,0.0,0.4850710194025721,0.0,4.0,0.0,2.972737191932218,0.0,2.972737191932218,0.0,0.8250000000000001,0.8592706470639471,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,146,2.9978789113932844,0.8811409754753112,0.4137278895974159,0.0,0.011670085358554903,0.0,1000.0,0.0,0.0,0.6980504419492639,0.0,0.028073435981633452,0.0,0.5016588374324467,0.0,2.869565217391304,0.0,2.9978789113932853,0.0,2.9978789113932853,8.881784197001252e-16,0.8300000000000001,0.8585127175965148,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,147,3.023258784103119,0.8811333777904511,0.41413058012723925,0.0,0.01150052651230778,0.0,1000.0,0.0,0.0,0.546751310144152,0.0,0.028223457022751624,0.0,0.5036012666566031,0.0,3.3142857142857145,0.0,3.02325878410312,0.0,3.02325878410312,8.881784197001252e-16,0.8350000000000002,0.8568009369827939,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,148,3.0488786587988734,0.8811639778614044,0.41438958609104154,0.0,0.011361722876741127,0.0,1000.0,0.0,0.0,0.9721547988328066,0.0,0.028241125285491796,0.0,0.6015235835855658,0.0,3.1818181818181817,0.0,3.048878658798873,0.0,3.048878658798873,4.440892098500626e-16,0.8400000000000001,0.8562781969458801,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,149,3.074740413512311,0.8811539767980575,0.41480102306604383,0.0,0.011165213438549213,0.0,1000.0,0.0,0.0,0.591392100921699,0.0,0.0260165522886241,0.0,0.49859772409711567,0.0,3.357142857142857,0.0,3.07474041351231,0.0,3.07474041351231,8.881784197001252e-16,0.845,0.8552410748826513,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,150,3.100845956334892,0.8811857783794403,0.41509942996501925,0.0,0.010848466797094596,0.0,1000.0,0.0,0.0,0.7099558585568478,0.0,0.02387324358928644,0.0,0.43778156528347417,0.0,2.210526315789474,0.0,3.1008459563348922,0.0,3.1008459563348922,4.440892098500626e-16,0.8500000000000001,0.8548352119331477,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,151,3.127197226210259,0.8811709767580033,0.41543403643369675,0.0,0.010892219090413663,0.0,1000.0,0.0,0.0,0.6118991855652102,0.0,0.025020102213902374,0.0,0.4595986133621585,0.0,3.870967741935484,0.0,3.127197226210259,0.0,3.127197226210259,0.0,0.8550000000000001,0.8535997730485656,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,152,3.1493074496194935,0.8811611771583557,0.41570942294597624,0.0,0.011018976802006364,0.0,1000.0,0.0,0.0,0.7758911073207855,0.0,0.024305101461436662,0.0,0.4579980030655861,0.0,2.8,0.0,3.149307449619493,0.0,3.149307449619493,4.440892098500626e-16,0.8600000000000002,0.853153496627358,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,153,3.167828422392461,0.8811677770614624,0.4160772457122803,0.0,0.010778433992527425,0.0,1000.0,0.0,0.0,0.6093823785583178,0.0,0.02360575366618597,0.0,0.4507141237457593,0.0,3.0,0.0,3.167828422392461,0.0,3.167828422392461,0.0,0.8650000000000001,0.8524617115240135,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,154,3.1865040118734984,0.8812021774053573,0.4164202278852463,0.0,0.010856817737221717,0.0,1000.0,0.0,0.0,0.5340851366519928,0.0,0.022819673267574822,0.0,0.4274166131019592,0.0,2.88,0.0,3.186504011873498,0.0,3.186504011873498,4.440892098500626e-16,0.87,0.8516172798102621,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,155,3.205335047473102,0.8811759784221649,0.4167675995826721,0.0,0.010622743732081009,0.0,1000.0,0.0,0.0,0.6657079870884235,0.0,0.026093768048889462,0.0,0.5257249829860834,0.0,2.6153846153846154,0.0,3.2053350474731013,0.0,3.2053350474731013,8.881784197001252e-16,0.875,0.8506905799386749,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,156,3.2243223665143175,0.8811679785251617,0.4170974164009094,0.0,0.010665263437355557,0.0,1000.0,0.0,0.0,0.6443795002996922,0.0,0.025248450131016148,0.0,0.4852133182187875,0.0,2.6666666666666665,0.0,3.224322366514317,0.0,3.224322366514317,4.440892098500626e-16,0.8800000000000001,0.8499353886296048,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,157,3.2434668143513368,0.8811755779981613,0.4174304010272026,0.0,0.010323229191057822,0.0,1000.0,0.0,0.0,0.443136791972553,0.0,0.022318771966957463,0.0,0.3944531516993747,0.0,3.5294117647058822,0.0,3.2434668143513368,0.0,3.2434668143513368,0.0,0.8850000000000002,0.848423840792805,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,158,3.2627692444904897,0.881199178814888,0.417738872051239,0.0,0.010551807592096537,0.0,1000.0,0.0,0.0,0.5294739655826403,0.0,0.02182725322072345,0.0,0.3772630179705827,0.0,4.0,0.0,3.26276924449049,0.0,3.26276924449049,4.440892098500626e-16,0.8900000000000001,0.8475998521087283,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,159,3.2822305187136793,0.881198977470398,0.4180659961700439,0.0,0.010683691298419779,0.0,1000.0,0.0,0.0,0.5854285874150016,0.0,0.023394522035103952,0.0,0.44737468524412677,0.0,1.9090909090909092,0.0,3.2822305187136798,0.0,3.2822305187136798,4.440892098500626e-16,0.895,0.847003164294472,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,160,3.301851507204326,0.8811989775896072,0.41848144698143,0.0,0.010151138337438597,0.0,1000.0,0.0,0.0,0.5661283933064517,0.0,0.02520306323869315,0.0,0.4681985202957602,0.0,3.5294117647058822,0.0,3.3018515072043266,0.0,3.3018515072043266,4.440892098500626e-16,0.9,0.8453703758707637,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,161,3.3216330886758856,0.881239978671074,0.4187648724317551,0.0,0.009889736609614414,0.0,1000.0,0.0,0.0,0.5255894414756609,0.0,0.02089497070215669,0.0,0.40417655395424884,0.0,2.9565217391304346,0.0,3.321633088675886,0.0,3.321633088675886,4.440892098500626e-16,0.9050000000000001,0.844688599944459,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,162,3.3415761505029935,0.8812015773057937,0.4191719438433647,0.0,0.009958232571888301,0.0,1000.0,0.0,0.0,0.5009465573562516,0.0,0.021915728830103252,0.0,0.4198392902811368,0.0,5.777777777777778,0.0,3.341576150502994,0.0,3.341576150502994,4.440892098500626e-16,0.91,0.8430920794375372,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,163,3.361681588855317,0.8812011773586274,0.4194968915581703,0.0,0.010081518077008102,0.0,1000.0,0.0,0.0,0.5529072958490123,0.0,0.02166033735570267,0.0,0.4105394191068152,0.0,2.1739130434782608,0.0,3.361681588855317,0.0,3.361681588855317,0.0,0.915,0.8424301999893052,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,164,3.3819503088341674,0.8812125772237778,0.41982190471887587,0.0,0.009859221987426281,0.0,1000.0,0.0,0.0,0.5591428052811396,0.0,0.020701852208052898,0.0,0.4024028529723485,0.0,2.4761904761904763,0.0,3.381950308834168,0.0,3.381950308834168,4.440892098500626e-16,0.9200000000000002,0.8419074076098981,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,165,3.402383224611952,0.8812329778671265,0.42014629411697385,0.0,0.009955651708878577,0.0,1000.0,0.0,0.0,0.48688359558582306,0.0,0.019650108319101054,0.0,0.3778594645361106,0.0,4.333333333333333,0.0,3.4023832246119516,0.0,3.4023832246119516,4.440892098500626e-16,0.925,0.8411299302917604,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,166,3.4229812595745286,0.8812645784616471,0.42040705198049544,0.0,0.009644242003560066,0.0,1000.0,0.0,0.0,0.6383920401334763,0.0,0.019848719122889526,0.0,0.37531218975782393,0.0,3.1,0.0,3.422981259574528,0.0,3.422981259574528,4.440892098500626e-16,0.9300000000000002,0.8406901626619231,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,167,3.443745346466543,0.8812613781690598,0.42078419584035875,0.0,0.00981571847972061,0.0,1000.0,0.0,0.0,0.48212089389562607,0.0,0.022788845165597784,0.0,0.432599342827286,0.0,3.0,0.0,3.4437453464665433,0.0,3.4437453464665433,4.440892098500626e-16,0.935,0.8395912458438897,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,168,3.46467642753982,0.8812761768102646,0.42111244493722916,0.0,0.009817595283190409,0.0,1000.0,0.0,0.0,0.6255921776647921,0.0,0.02112712154355498,0.0,0.4249358188222956,0.0,3.111111111111111,0.0,3.4646764275398203,0.0,3.4646764275398203,4.440892098500626e-16,0.9400000000000001,0.8387497900486516,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,169,3.4857754547048887,0.8813003777265549,0.42139190250635145,0.0,0.009374150806771857,0.0,1000.0,0.0,0.0,1.25997656583786,0.0,0.029653920899598795,0.0,0.704459894980703,0.0,1.0,0.0,3.4857754547048883,0.0,3.4857754547048883,4.440892098500626e-16,0.9450000000000002,0.8384684354929978,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,170,3.5070433896857156,0.8812715783119202,0.4217897295355797,0.0,0.009353474043309688,0.0,1000.0,0.0,0.0,0.47857882380485534,0.0,0.01936554646080883,0.0,0.38369848012924196,0.0,3.84,0.0,3.5070433896857147,0.0,3.5070433896857147,8.881784197001252e-16,0.9500000000000001,0.8376293750803319,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,171,3.528481204177736,0.8812737780809402,0.42213295739889145,0.0,0.009253368905649102,0.0,1000.0,0.0,0.0,0.46075232789434234,0.0,0.019329024945181537,0.0,0.37908860218935997,0.0,4.068965517241379,0.0,3.5284812041777363,0.0,3.5284812041777363,4.440892098500626e-16,0.9550000000000001,0.8365503765727016,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,172,3.5500898800092595,0.8812865780591965,0.4224348874092102,0.0,0.009235302055323566,0.0,1000.0,0.0,0.0,0.4691878358523051,0.0,0.019993944786100386,0.0,0.3607379126328009,0.0,3.4814814814814814,0.0,3.5500898800092595,0.0,3.5500898800092595,0.0,0.96,0.8355975737763693,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,173,3.5718704093063445,0.8813163766860962,0.42272796738147733,0.0,0.009525470043483534,0.0,1000.0,0.0,0.0,0.7162374305097681,0.0,0.02113542466855087,0.0,0.44063275895620646,0.0,3.263157894736842,0.0,3.5718704093063445,0.0,3.5718704093063445,0.0,0.9650000000000001,0.8350811873100045,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,174,3.593823794661221,0.8812929772138596,0.42311189967393875,0.0,0.009186060806470258,0.0,1000.0,0.0,0.0,0.43250908170427593,0.0,0.020572459924098518,0.0,0.38973367171628137,0.0,5.142857142857143,0.0,3.59382379466122,0.0,3.59382379466122,8.881784197001252e-16,0.9700000000000002,0.8334600637848918,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,175,3.615951049304363,0.8813047788143158,0.4234266529083252,0.0,0.009012150143583616,0.0,1000.0,0.0,0.0,0.4915910412867864,0.0,0.020287394178123506,0.0,0.3854125668605169,0.0,4.066666666666666,0.0,3.6159510493043636,0.0,3.6159510493043636,4.440892098500626e-16,0.9750000000000001,0.8323611472863149,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,176,3.6382531972803,0.881300976395607,0.4237877613902092,0.0,0.008891100744501902,0.0,1000.0,0.0,0.0,0.6459942081799874,0.0,0.02054384053902666,0.0,0.439158565722979,0.0,3.6153846153846154,0.0,3.6382531972803,0.0,3.6382531972803,0.0,0.9800000000000001,0.8315810298421549,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,177,3.6607312736272615,0.8812703772783279,0.42415587258338927,0.0,0.009035185755540928,0.0,1000.0,0.0,0.0,0.5384641475975513,0.0,0.01977302706225797,0.0,0.3748112457493941,0.0,2.9166666666666665,0.0,3.6607312736272624,0.0,3.6607312736272624,8.881784197001252e-16,0.985,0.8308165068249015,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,178,3.683386324560765,0.8812987786531449,0.4244921116232872,0.0,0.008888483513146639,0.0,1000.0,0.0,0.0,0.5417930617928505,0.0,0.018849370564591458,0.0,0.40580150559544564,0.0,3.3,0.0,3.683386324560765,0.0,3.683386324560765,0.0,0.9900000000000001,0.8303300846640812,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,179,3.7062194076612385,0.8812915773391724,0.4247507834434509,0.0,0.008425330277532339,0.0,1000.0,0.0,0.0,0.6498187155950637,0.0,0.017822693602264093,0.0,0.36919069644950686,0.0,4.095238095238095,0.0,3.7062194076612376,0.0,3.7062194076612376,8.881784197001252e-16,0.9950000000000001,0.8298799738646855,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,180,3.7292315920657892,0.8813059780597686,0.4250661123394966,0.0,0.008782307006185874,0.0,1000.0,0.0,0.0,0.3497194740921259,0.0,0.01695920846098385,0.0,0.290938803460449,0.0,3.9375,0.0,3.7292315920657884,0.0,3.7292315920657884,8.881784197001252e-16,1.0,0.8285220359383955,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,181,3.7524239586642287,0.8813125787973404,0.4253723304867744,0.0,0.008625595032104425,0.0,1000.0,0.0,0.0,0.47212735811869305,0.0,0.018414642587311732,0.0,0.36022513537179857,0.0,2.761904761904762,0.0,3.7524239586642287,0.0,3.7524239586642287,0.0,1.0050000000000001,0.8279486828220894,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,182,3.775797600299463,0.8813391777276993,0.4256550787091255,0.0,0.008633912901484197,0.0,1000.0,0.0,0.0,0.38316041231155396,0.0,0.017503488446946835,0.0,0.3129259160449428,0.0,3.806451612903226,0.0,3.775797600299463,0.0,3.775797600299463,0.0,1.01,0.826723603681162,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,183,3.7993536219723665,0.8813309786319733,0.42600031167268754,0.0,0.008411037170195155,0.0,1000.0,0.0,0.0,0.4177090568201883,0.0,0.01695461599054334,0.0,0.32333958840795923,0.0,4.642857142857143,0.0,3.7993536219723656,0.0,3.7993536219723656,8.881784197001252e-16,1.0150000000000001,0.8257196478568225,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,184,3.8230931410512548,0.8813409777879715,0.42629986691474914,0.0,0.00853029906284064,0.0,1000.0,0.0,0.0,0.6256679859943688,0.0,0.02018330654883308,0.0,0.40353280007839204,0.0,2.2,0.0,3.8230931410512543,0.0,3.8230931410512543,4.440892098500626e-16,1.0200000000000002,0.825229068333198,0.0
